,asin,url,category,rank,title,price,review_count,rating
894,B0BV2YW11X,https://www.amazon.com/dp/B0BV2YW11X,"Patio, Lawn & Garden",#25,Back to the Roots 100% Organic Succulent & Cacti Mix (6 Quart) | Made in The USA | Premium Nutrition for Indoor and Outdoor Plants,N/A,"6,911",4.4 out of 5 stars
895,B09R839DJ1,https://www.amazon.com/dp/B09R839DJ1,"Patio, Lawn & Garden",#26,"HTH 52036R Pool Care Shock Advanced, Swimming Pool Chemical - Cal Hypo Formula, Prevents Bacteria & Algae, Restores Crystal Clear Water - Shock Treatment, (6 Pack)",N/A,"17,392",4.7 out of 5 stars
896,B08MZN1K2Y,https://www.amazon.com/dp/B08MZN1K2Y,"Patio, Lawn & Garden",#27,Fruit Fly Traps Fungus Gnat Traps Yellow Sticky Bug Traps 36 Pack No Harm and Odorless for Indoor Outdoor Use Protect The Plant,N/A,"28,504",4.4 out of 5 stars
897,B00730QW70,https://www.amazon.com/dp/B00730QW70,"Patio, Lawn & Garden",#28,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 4 Plunger and 4 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",N/A,"67,008",4.6 out of 5 stars
898,B0D5DJ7V4P,https://www.amazon.com/dp/B0D5DJ7V4P,"Patio, Lawn & Garden",#29,"Super Ninja Fruit Fly Traps for Indoors - 4 Pack, Highly Effective Fruit Fly Catcher for Indoor Use for Home & Kitchen, Up to 3 Weeks of Performance per Bottle, Kid & Pet Friendly",N/A,"10,786",3.6 out of 5 stars
899,B0FLXG4WFV,https://www.amazon.com/dp/B0FLXG4WFV,"Patio, Lawn & Garden",#30,YISSVIC Electric Fly Swatter 4000V Bug Zapper Racket Dual Modes Mosquito Killer with Purple Mosquito Light Rechargeable for Indoor Home Office Backyard Patio Camping (Black-1 Pack),N/A,"8,436",4.4 out of 5 stars
900,B07RZ74VLR,https://www.amazon.com/dp/B07RZ74VLR,Video Games,#1,N/A,$10.00,Roblox,4.5 out of 5 stars
901,B085TRCCT6,https://www.amazon.com/dp/B085TRCCT6,Video Games,#2,Luna+,$9.99,43,4.5 out of 5 stars
902,B00GAC1D2G,https://www.amazon.com/dp/B00GAC1D2G,Video Games,#3,N/A,$10.00,PlayStation,4.6 out of 5 stars
903,B0FC6HRNFT,https://www.amazon.com/dp/B0FC6HRNFT,Video Games,#4,N/A,N/A,Nintendo,3.2 out of 5 stars
904,B0FC5FJZ9Z,https://www.amazon.com/dp/B0FC5FJZ9Z,Video Games,#5,N/A,N/A,Nintendo,4.6 out of 5 stars
905,B0CQKKHT5J,https://www.amazon.com/dp/B0CQKKHT5J,Video Games,#6,N/A,N/A,PlayStation,4.7 out of 5 stars
906,B00F4CEHNK,https://www.amazon.com/dp/B00F4CEHNK,Video Games,#7,N/A,$10.00,Xbox,4.6 out of 5 stars
907,B0F1HX3WXX,https://www.amazon.com/dp/B0F1HX3WXX,Video Games,#8,N/A,$49.99,Xbox,4.6 out of 5 stars
908,B07TGNFVWV,https://www.amazon.com/dp/B07TGNFVWV,Video Games,#9,N/A,$54.99,Xbox,4.6 out of 5 stars
909,B07CMS5Q6P,https://www.amazon.com/dp/B07CMS5Q6P,Video Games,#10,"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - Black",N/A,"35,169",4.6 out of 5 stars
910,B01LYOCVZF,https://www.amazon.com/dp/B01LYOCVZF,Video Games,#11,N/A,$20.00,Nintendo,4.8 out of 5 stars
911,B0DRCKDWD1,https://www.amazon.com/dp/B0DRCKDWD1,Video Games,#12,N/A,N/A,amFilm,4.6 out of 5 stars
912,B086PKMZ21,https://www.amazon.com/dp/B086PKMZ21,Video Games,#13,"Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - For PC, PS4, PS5, Switch - 3.5mm Audio Jack - Black",$38.98,"23,601",4.4 out of 5 stars
913,B0F6423HHV,https://www.amazon.com/dp/B0F6423HHV,Video Games,#14,N/A,$49.94,Electronic Arts,4.6 out of 5 stars
914,B0FJHS8TH5,https://www.amazon.com/dp/B0FJHS8TH5,Video Games,#15,N/A,N/A,Electronic Arts,4.3 out of 5 stars
915,B0F6F41T4H,https://www.amazon.com/dp/B0F6F41T4H,Video Games,#16,N/A,N/A,PlayStation,4.8 out of 5 stars
916,B0F3VTFD6J,https://www.amazon.com/dp/B0F3VTFD6J,Video Games,#17,N/A,N/A,Nintendo,4.7 out of 5 stars
917,B0F43VY6TC,https://www.amazon.com/dp/B0F43VY6TC,Video Games,#18,"2Pack Multi Charging Cable Cord for Travel Vacation Essentials,Apple Watch Charger,iPhone 17 Charger,[3-in-2] USB A/Type C/Lightning Cable for iWatch,iPhone 17-11,Xbox Series X&S,Airpods,Home,Office",$12.97,"1,157",4.3 out of 5 stars
918,B0CL5KNB9M,https://www.amazon.com/dp/B0CL5KNB9M,Video Games,#19,N/A,N/A,PlayStation,4.7 out of 5 stars
919,B0B4B2HW2N,https://www.amazon.com/dp/B0B4B2HW2N,Video Games,#20,"Gtheos 2.4GHz Wireless Gaming Headset for PS5, PS4 Fortnite & Call of Duty/FPS Gamers, PC, Nintendo Switch, Bluetooth 5.3 Gaming Headphones with Noise Canceling Mic, Stereo Sound, 40+Hr Battery -White",$49.99,"12,125",4.3 out of 5 stars
920,B0DS1S2Z7L,https://www.amazon.com/dp/B0DS1S2Z7L,Video Games,#21,N/A,N/A,ivoler,4.7 out of 5 stars
921,B07GBZ4Q68,https://www.amazon.com/dp/B07GBZ4Q68,Video Games,#22,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Buttons, On-Board Memory, PC/Mac",N/A,"68,902",4.6 out of 5 stars
922,B088GD5WD4,https://www.amazon.com/dp/B088GD5WD4,Video Games,#23,N/A,$25.00,Riot Games,4.6 out of 5 stars
923,B0CYWFH5Y9,https://www.amazon.com/dp/B0CYWFH5Y9,Video Games,#24,N/A,$94.20,Turtle Beach,4.3 out of 5 stars
924,B0FNQKK1C1,https://www.amazon.com/dp/B0FNQKK1C1,Video Games,#25,N/A,N/A,Nintendo,4.7 out of 5 stars
925,B01DBV1OKY,https://www.amazon.com/dp/B01DBV1OKY,Video Games,#26,"Lamicall Tablet Stand, Adjustable Tablet Holder - Desktop Stand Dock Holder Compatible with 4-13"" Tablets Such as iPad Pro 11, 9.7, 10.5, 12.9 Air Mini, Kindle, Tab, iPhone Air 17 Pro Max, Silver",$9.98,"73,919",4.8 out of 5 stars
926,B0F2GYMC8H,https://www.amazon.com/dp/B0F2GYMC8H,Video Games,#27,N/A,N/A,Meta,4.5 out of 5 stars
927,B0F3VTCZK8,https://www.amazon.com/dp/B0F3VTCZK8,Video Games,#28,N/A,N/A,Nintendo,4.8 out of 5 stars
928,B01H6GUCCQ,https://www.amazon.com/dp/B01H6GUCCQ,Video Games,#29,"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, 7.1 Surround Sound, Soft Memory Earmuffs for Nintendo Xbox Series X|S",$19.99,"119,553",4.3 out of 5 stars
929,B08F4444HM,https://www.amazon.com/dp/B08F4444HM,Video Games,#30,N/A,N/A,PowerA,4.2 out of 5 stars
930,B0F42MT8JX,https://www.amazon.com/dp/B0F42MT8JX,Appliances,#1,"Countertop Ice Maker Machine, 8 Ice Cubes in 6 mins, 26lb/Day Ice with 2 Sizes- Portable Mini, Energy Saving & Basket/Scoop for Home/Party/Travel/Camping/Bar,Black",N/A,"1,265",4.4 out of 5 stars
931,B0BWHZJHPL,https://www.amazon.com/dp/B0BWHZJHPL,Appliances,#2,"EUHOMY Countertop Ice Maker Machine with Handle, 26lbs in 24Hrs, 9 Ice Cubes Ready in 6 Mins, Auto-Cleaning Portable Ice Maker with Basket and Scoop, for Home/Kitchen/Camping/RV. (Black)",N/A,"13,844",4.3 out of 5 stars
932,B0F6LGG6ZW,https://www.amazon.com/dp/B0F6LGG6ZW,Appliances,#3,"DUMOS Countertop Ice Maker with Handle, 26lbs/24H Portable Ice Machine, 9 Bullet Ice Cubes Ready in 6 Mins, Self-Cleaning, Quiet Compact Ice Maker for Home, Kitchen, RV, Camping, Black",N/A,"3,115",4.0 out of 5 stars
933,B07JBJWP2W,https://www.amazon.com/dp/B07JBJWP2W,Appliances,#4,"Frigidaire 26 Lbs per Day Portable Compact Maker, Ice Making Machine, Stainless, Medium",N/A,"9,626",4.4 out of 5 stars
934,B0C32SGKMJ,https://www.amazon.com/dp/B0C32SGKMJ,Appliances,#5,"EUHOMY Nugget Ice Maker Countertop with Handle, Ready in 6 Mins, 34lbs Per Day, Removable Top Cover, Auto-Cleaning, Portable Sonic Ice Maker with Basket and Scoop, for Home/Party/RV/Camping (Black)",N/A,"17,344",4.1 out of 5 stars
935,B09RWFZTWW,https://www.amazon.com/dp/B09RWFZTWW,Appliances,#6,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door Mini Fridge, Dorm Fridge, Adjustable Thermostat, Mini Refrigerator for Bedroom, Office, Dorm, Black-BR321",N/A,"4,652",4.4 out of 5 stars
936,B0BRYTP75X,https://www.amazon.com/dp/B0BRYTP75X,Appliances,#7,"Profile Opal 2.0 XL with 1 Gallon Tank, Chewable Crunchable Countertop Nugget Ice Maker, Scoop included, 38 lbs in 24 hours, Pellet Ice Machine with WiFi & Smart Connected, Stainless Steel",N/A,"1,524",3.7 out of 5 stars
937,B0F64WHP74,https://www.amazon.com/dp/B0F64WHP74,Appliances,#8,"Kismile Nugget Ice Makers Countertop,Portable Ice Machine with Crushed Ice, 35lbs/Day,Self-Cleaning,One-Click Operation for Home Use(Silver)",N/A,507,4.3 out of 5 stars
938,B08ZYJ8CRX,https://www.amazon.com/dp/B08ZYJ8CRX,Appliances,#9,"Silonn Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26lbs in 24Hrs, Self-Cleaning Ice Machine with Ice Scoop and Basket, 2 Sizes of Bullet Ice for Home Kitchen Office Bar Party",N/A,"24,087",4.3 out of 5 stars
939,B0B6BXYVVQ,https://www.amazon.com/dp/B0B6BXYVVQ,Appliances,#10,"COWSAR Ice Maker Countertop, Portable Ice Machine with Self-Cleaning, 26.5lbs/24Hrs, 9 Bullet Ice Cubes in 6 Mins, Ice Basket and Scoop, Ideal for Home, Kitchen, Bar, Camping",N/A,"5,314",4.4 out of 5 stars
940,B0CTCD3GGL,https://www.amazon.com/dp/B0CTCD3GGL,Appliances,#11,"EUHOMY Nugget Ice Makers Countertop, Pebble Ice Maker Machine with 35lbs/24H Soft Ice, Self-Cleaning Sonic Ice Maker with Ice Scoop&Basket, Pellet Ice Maker for Home/Kitchen/Office(Stainless Steels)",N/A,"1,882",4.0 out of 5 stars
941,B0C2GPVLHS,https://www.amazon.com/dp/B0C2GPVLHS,Appliances,#12,"MOJOCO Portable Clothes Dryer - Mini/Compact Dryer for Apartment, RV, Travel - Small Quiet Fast-Drying Machine with Adjustable Timer & Hassle-Free Setup",$44.79,602,4.3 out of 5 stars
942,B0002YTLZY,https://www.amazon.com/dp/B0002YTLZY,Appliances,#13,"Broan-NuTone 413001 Non-Ducted Ductless Range Hood with Lights Exhaust Fan for Under Cabinet, 30-Inch, White",$79.45,"20,002",4.5 out of 5 stars
943,B0FJ8F31W1,https://www.amazon.com/dp/B0FJ8F31W1,Appliances,#14,"Sweetcrispy Countertop Ice Maker Machine, Portable Self-Cleaning Ice Machine with Ice Scoop, Basket and Handle, 9 Cubes in 6 Mins, 26.5lbs/24Hrs, 2 Sizes of Bullet Ice for Home Kitchen, Coal Black",N/A,838,4.0 out of 5 stars
944,B0F7M1XF3C,https://www.amazon.com/dp/B0F7M1XF3C,Appliances,#15,"Igloo Self-Cleaning Countertop Ice Maker - Compact and Portable - Creates 26 lbs. Per Day, 8 Pieces Ready Every 7-8 Minutes - Includes Ice Scoop and Basket - Black",N/A,"15,490",4.0 out of 5 stars
945,B0799Q45TT,https://www.amazon.com/dp/B0799Q45TT,Appliances,#16,"BLACK+DECKER 0.9 Cu. Ft. Portable Washer, 6.6 lb. Capacity Washing Machine for Homes & Apartments, 5 Wash Cycles, Quick Connect Sink Adapter and Drain Hose Included, Transparent Lid, BPWM09W, White",N/A,"8,402",4.4 out of 5 stars
946,B0DV4F454Z,https://www.amazon.com/dp/B0DV4F454Z,Appliances,#17,"Antarctic Star Nugget Ice Maker Countertop with Soft Chewable Ice, Portable Sonic Ice Maker with Basket and Scoop, Removable Top Cover, Auto-Cleaning for Home/Party/RV/Camping (Stainless Steel Silver)",N/A,214,4.3 out of 5 stars
947,B0BXXKFJK2,https://www.amazon.com/dp/B0BXXKFJK2,Appliances,#18,"Silonn Ice Maker Countertop, Portable Ice Machine with Carry Handle, Self-Cleaning Ice Makers with Basket and Scoop, 9 Cubes in 6 Mins, 26 lbs per Day, Ideal for Home, Kitchen, Camping, RV",N/A,"5,420",4.4 out of 5 stars
948,B0FKGXMS4F,https://www.amazon.com/dp/B0FKGXMS4F,Appliances,#19,"EUHOMY Nugget Ice Maker Countertop, 40Lbs/24H Pebble Ice Maker Machine, Self-Cleaning Countertop Sonic Ice Makers with Ice Scoop&Basket, Pellet Ice Maker Machine for Home/Kitchen/Office",N/A,111,4.3 out of 5 stars
949,B09YLKMHLH,https://www.amazon.com/dp/B09YLKMHLH,Appliances,#20,"Auertech Portable Washing Machine, 28lbs Twin Tub Washer Mini Compact Laundry Machine with Drain Pump, Semi-automatic 18lbs Washer 10lbs Spinner Combo for Dorms, Apartments, RVs",N/A,"3,593",4.2 out of 5 stars
950,B0C9SWH3RC,https://www.amazon.com/dp/B0C9SWH3RC,Appliances,#21,"Nugget Ice Maker Countertop, Silonn Chewable Pellet Ice Machine with Self-Cleanin Function, 33lbs/24H Portable Ice Makers for Home Kitchen Officce, Black",N/A,"1,183",4.0 out of 5 stars
951,B0DCJ78D27,https://www.amazon.com/dp/B0DCJ78D27,Appliances,#22,"EUHOMY Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26lbs/24H, Self-Cleaning, Portable Ice Maker Machine with Carry Handle, Basket and Scoop, 2 Sizes of Bullet Ice for Home, Kitchen, Office",N/A,798,4.4 out of 5 stars
952,B0BL7DCJBH,https://www.amazon.com/dp/B0BL7DCJBH,Appliances,#23,"Portable Countertop Ice Maker Machine with Handle, 9 Bullet-Shaped Ice Cubes Ready in 6 Mins, 26Lbs/24H, Self-Cleaning Function with Ice Scoop and Basket for Home/Kitchen/Party (Grey)",N/A,"3,244",4.5 out of 5 stars
953,B0BVH5ZS47,https://www.amazon.com/dp/B0BVH5ZS47,Appliances,#24,"FIREGAS 30 inch Range Hood Under Cabinet, Ducted/Ductless Convertible Stainless Steel Kitchen Range Hood with Rocker Button Control, 2 Speed Exhaust Fan, 300 CFM Aluminum Filter Included",$74.99,"1,477",4.4 out of 5 stars
954,B09V7287P5,https://www.amazon.com/dp/B09V7287P5,Appliances,#25,"Comfee CVU30W4AST 30 inch Under Cabinet Ducted/Ductless Convertible Slim Vent Durable Stainless Steel Kitchen Reusable Filter, 3 Speed Exhaust Fan and 2 LED Lights Range Hood, 2.0 Version",$89.99,"2,134",4.2 out of 5 stars
955,B09ST4M8VF,https://www.amazon.com/dp/B09ST4M8VF,Appliances,#26,"COMFEE’ Countertop Dishwasher, Energy Star Portable Dishwasher, 6 Place Settings & 8 Washing Programs, Speed, Baby-Care, ECO& Glass, Dish Washer for Dorm, RV& Apartment, Black",N/A,"2,990",4.2 out of 5 stars
956,B0CYL96CQ8,https://www.amazon.com/dp/B0CYL96CQ8,Appliances,#27,"Kismile 3.5 Cubic Feet Chest Freezer with 2 Removable Baskets Free Standing Top Open Door Compact Deep Freezer with Adjustable Temperature for Home/Kitchen/Office/Bar (3.5 Cubic Feet, Black)",N/A,"1,788",4.5 out of 5 stars
957,B0CQT1JGQQ,https://www.amazon.com/dp/B0CQT1JGQQ,Appliances,#28,"Midea MERC04C4BAWW 3.5 Cubic Feet Chest Freezer, Cu.ft-Convertible, White",N/A,"10,560",4.4 out of 5 stars
958,B0D3LGT8M3,https://www.amazon.com/dp/B0D3LGT8M3,Appliances,#29,"GoveeLife Smart Ice Maker Countertop, Portable Ice Machine with Voice Control, 9 Ice Cubes in 6 Minutes 3 Sizes, 26lbs/24Hrs, Self Cleaning RGB Lights, Quiet Ice Maker with Scoop for Kitchen Silver",N/A,"1,128",4.3 out of 5 stars
959,B0D3GV1VQS,https://www.amazon.com/dp/B0D3GV1VQS,Appliances,#30,"EUHOMY Ice Maker Countertop, Portable Ice Machine with Carry Handle, 26.5lbs Per Day, 9 Cubes in 6 Mins, Auto-Cleaning, with Basket and Scoop, for Home, Kitchen, Camping, RV (Silver)",N/A,"1,287",4.4 out of 5 stars
960,B0DFMZMKFJ,https://www.amazon.com/dp/B0DFMZMKFJ,Audible Books & Originals,#1,N/A,GBP 22.09,Mel Robbins,4.6 out of 5 stars
961,B0F94KB253,https://www.amazon.com/dp/B0F94KB253,Audible Books & Originals,#2,N/A,GBP 17.60,Freida McFadden,4.3 out of 5 stars
962,B0DJ9K5CLM,https://www.amazon.com/dp/B0DJ9K5CLM,Audible Books & Originals,#3,N/A,GBP 16.41,Harlan Coben,4.3 out of 5 stars
963,B0DXQFKTBN,https://www.amazon.com/dp/B0DXQFKTBN,Audible Books & Originals,#4,N/A,GBP 15.25,Andrew Ross Sorkin,4.4 out of 5 stars
964,B0DTZP2T3V,https://www.amazon.com/dp/B0DTZP2T3V,Audible Books & Originals,#5,N/A,GBP 19.35,Dan Brown,4.4 out of 5 stars
965,B0DHY5ZTNF,https://www.amazon.com/dp/B0DHY5ZTNF,Audible Books & Originals,#6,N/A,GBP 14.66,Jack Carr,4.8 out of 5 stars
966,B0DQR5KHHF,https://www.amazon.com/dp/B0DQR5KHHF,Audible Books & Originals,#7,N/A,GBP 21.70,SenLinYu,4.8 out of 5 stars
967,B0FGK4S47S,https://www.amazon.com/dp/B0FGK4S47S,Audible Books & Originals,#8,N/A,GBP 13.19,Eric Trump,4.9 out of 5 stars
968,B08GB58KD5,https://www.amazon.com/dp/B08GB58KD5,Audible Books & Originals,#9,N/A,GBP 19.52,Andy Weir,4.7 out of 5 stars
969,B0FFCB3K15,https://www.amazon.com/dp/B0FFCB3K15,Audible Books & Originals,#10,N/A,GBP 13.19,Kamala Harris,4.5 out of 5 stars
970,B0DYR448QX,https://www.amazon.com/dp/B0DYR448QX,Audible Books & Originals,#11,N/A,GBP 15.25,Ali Hazelwood,4.6 out of 5 stars
971,B08V8877BY,https://www.amazon.com/dp/B08V8877BY,Audible Books & Originals,#12,N/A,GBP 16.26,Matt Dinniman,4.7 out of 5 stars
972,B0DSCL52P9,https://www.amazon.com/dp/B0DSCL52P9,Audible Books & Originals,#13,N/A,GBP 16.41,John Kennedy,4.8 out of 5 stars
973,B09XRF2SWN,https://www.amazon.com/dp/B09XRF2SWN,Audible Books & Originals,#14,N/A,GBP 9.14,Freida McFadden,4.5 out of 5 stars
974,B0DBJBFHGT,https://www.amazon.com/dp/B0DBJBFHGT,Audible Books & Originals,#15,N/A,GBP 5.95,Callie Hart,4.6 out of 5 stars
975,B07WFQM8FV,https://www.amazon.com/dp/B07WFQM8FV,Audible Books & Originals,#16,N/A,GBP 16.29,Colleen Hoover,4.5 out of 5 stars
976,B0DVD75SZ1,https://www.amazon.com/dp/B0DVD75SZ1,Audible Books & Originals,#17,N/A,GBP 14.66,Brené Brown,4.6 out of 5 stars
977,B0DNNMY9VQ,https://www.amazon.com/dp/B0DNNMY9VQ,Audible Books & Originals,#18,N/A,GBP 15.82,Karin Slaughter,4.6 out of 5 stars
978,B07RFSSYBH,https://www.amazon.com/dp/B07RFSSYBH,Audible Books & Originals,#19,N/A,GBP 11.73,James Clear,4.8 out of 5 stars
979,B0CCK2JD8W,https://www.amazon.com/dp/B0CCK2JD8W,Audible Books & Originals,#20,N/A,GBP 15.83,Virginia Roberts Giuffre,N/A
980,B08D9WJ9G8,https://www.amazon.com/dp/B08D9WJ9G8,Audible Books & Originals,#21,N/A,GBP 5.21,Morgan Housel,4.7 out of 5 stars
981,B0F5585V8M,https://www.amazon.com/dp/B0F5585V8M,Audible Books & Originals,#22,N/A,GBP 12.91,Morgan Housel,4.5 out of 5 stars
982,B0DZYWMY54,https://www.amazon.com/dp/B0DZYWMY54,Audible Books & Originals,#23,N/A,GBP 14.66,Nicholas Sparks,4.3 out of 5 stars
983,B09DTBY6MW,https://www.amazon.com/dp/B09DTBY6MW,Audible Books & Originals,#24,N/A,GBP 16.26,Meghan Quinn,4.3 out of 5 stars
984,B09345T1HY,https://www.amazon.com/dp/B09345T1HY,Audible Books & Originals,#25,N/A,GBP 16.26,Matt Dinniman,4.7 out of 5 stars
985,B094X214V9,https://www.amazon.com/dp/B094X214V9,Audible Books & Originals,#26,N/A,GBP 19.52,Matt Dinniman,4.7 out of 5 stars
986,B0DJRQR52T,https://www.amazon.com/dp/B0DJRQR52T,Audible Books & Originals,#27,N/A,GBP 14.66,Fredrik Backman,4.6 out of 5 stars
987,B09GD882BQ,https://www.amazon.com/dp/B09GD882BQ,Audible Books & Originals,#28,N/A,GBP 19.52,Matt Dinniman,4.7 out of 5 stars
988,B0F14PDX2Z,https://www.amazon.com/dp/B0F14PDX2Z,Audible Books & Originals,#29,N/A,GBP 22.33,J.K. Rowling,4.8 out of 5 stars
989,B0BVDJ293G,https://www.amazon.com/dp/B0BVDJ293G,Audible Books & Originals,#30,N/A,GBP 17.37,Rebecca Yarros,4.8 out of 5 stars
990,B007R8XGJA,https://www.amazon.com/dp/B007R8XGJA,Grocery & Gourmet Food,#1,"CELSIUS Sparkling Orange, Functional Essential Energy Drink 12 Fl Oz (Pack of 12)",N/A,"95,842",4.6 out of 5 stars
991,B01N05APQY,https://www.amazon.com/dp/B01N05APQY,Grocery & Gourmet Food,#2,"Nespresso Capsules Vertuo, Variety Pack, Medium and Dark Roast Coffee, 30 Count Coffee Pods, Brews 7.8 oz.",N/A,"123,338",4.8 out of 5 stars
992,B07W8KHTGL,https://www.amazon.com/dp/B07W8KHTGL,Grocery & Gourmet Food,#3,"Premier Protein Shake, Café Latte, 30g Protein, 1g Sugar, 24 Vitamins & Minerals, Nutrients to Support Immune Health 11.5 fl oz, 12 Pack",N/A,"249,508",4.6 out of 5 stars
993,B0BL7316GD,https://www.amazon.com/dp/B0BL7316GD,Grocery & Gourmet Food,#4,"Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 Ounce (Pack of 15)",N/A,"77,113",4.7 out of 5 stars
994,B003P02EGU,https://www.amazon.com/dp/B003P02EGU,Grocery & Gourmet Food,#5,"Sparkling Ice, Black Raspberry Sparkling Water, Zero Sugar Flavored Water, with Vitamins and Antioxidants, Low Calorie Beverage, 17 fl oz Bottles (Pack of 12)",N/A,"105,598",4.6 out of 5 stars
995,B01DDIRDZA,https://www.amazon.com/dp/B01DDIRDZA,Grocery & Gourmet Food,#6,"Core Power Elite High Protein Shake, Chocolate, 42g Bottle, 14oz, 12 Pack",N/A,"37,279",4.6 out of 5 stars
996,B002U58PRI,https://www.amazon.com/dp/B002U58PRI,Grocery & Gourmet Food,#7,"Propel, Kiwi Strawberry, Zero Calorie Sports Drinking Water with Electrolytes and Vitamins C&E, 16.9 Fl Oz (12 Count)",N/A,"63,779",4.7 out of 5 stars
997,B07LD2NV9X,https://www.amazon.com/dp/B07LD2NV9X,Grocery & Gourmet Food,#8,"Core Power Protein Shake, Chocolate, 26g Bottle, 14oz, 12 Pack",N/A,"42,562",4.7 out of 5 stars
998,B009GDBNF8,https://www.amazon.com/dp/B009GDBNF8,Grocery & Gourmet Food,#9,"Starbucks K-Cup Coffee Pods, Medium Roast Coffee, Pike Place Roast for Keurig Brewers, 100% Arabica, 4 boxes (96 pods total)",N/A,"76,305",4.6 out of 5 stars
999,B076H6F974,https://www.amazon.com/dp/B076H6F974,Grocery & Gourmet Food,#10,"Frito-Lay Fun Times Mix Variety Pack, (Pack of 40)",N/A,"167,295",4.5 out of 5 stars
1000,B07M8P8F73,https://www.amazon.com/dp/B07M8P8F73,Grocery & Gourmet Food,#11,"Nespresso Capsules Vertuo, Double Espresso Chiaro, Medium Roast Espresso Coffee, 30-Count Coffee Pods, Brews 2.7oz.",N/A,"33,950",4.8 out of 5 stars
1001,B07ZLFPXHC,https://www.amazon.com/dp/B07ZLFPXHC,Grocery & Gourmet Food,#12,Banana Bunch (4-5 Count),N/A,"66,347",4.5 out of 5 stars
1002,B07P1ZFBRS,https://www.amazon.com/dp/B07P1ZFBRS,Grocery & Gourmet Food,#13,"Amazon Brand - Happy Belly Medium Roast Coffee Pods, Donut Style, Compatible with Keurig 2.0 K-Cup Brewers, 100 Count",N/A,"84,343",4.3 out of 5 stars
1003,B06X8Z2W7W,https://www.amazon.com/dp/B06X8Z2W7W,Grocery & Gourmet Food,#14,"PUR Gum | Aspartame Free Chewing Gum | 100% Xylitol | Natural Spearmint Flavored Gum, 55 Pieces (Pack of 3)",N/A,"84,886",4.4 out of 5 stars
1004,B0BL756S36,https://www.amazon.com/dp/B0BL756S36,Grocery & Gourmet Food,#15,"Monster Energy Rehab Tea + Lemonade + Energy, Energy Iced Tea, Energy Drink 15.5 Ounce (Pack of 15)",N/A,"58,334",4.6 out of 5 stars
1005,B01GQ5GQEG,https://www.amazon.com/dp/B01GQ5GQEG,Grocery & Gourmet Food,#16,"Goldfish Crackers Big Smiles Variety Pack with Cheddar, Colors, and Pretzels, Snack Packs, 30 Ct",N/A,"98,942",4.8 out of 5 stars
1006,B01E6WOVX4,https://www.amazon.com/dp/B01E6WOVX4,Grocery & Gourmet Food,#17,"Hint Fruit-Infused Bottled Water, Best Sellers Variety Pack - Sugar Free Flavored Water with Zero Calories, Natural Fruit Essences, and No Artificial Sweeteners - 16 Fl Oz (Pack of 12)",N/A,"72,052",4.4 out of 5 stars
1007,B0BZJVFFNM,https://www.amazon.com/dp/B0BZJVFFNM,Grocery & Gourmet Food,#18,"Nespresso Capsules Vertuo, Barista Flavored Pack, Medium Roast Coffee, 30 Count Coffee Pods, Brews 7.8oz.",N/A,"52,013",4.7 out of 5 stars
1008,B07XB745PC,https://www.amazon.com/dp/B07XB745PC,Grocery & Gourmet Food,#19,"CELSIUS® On-the-Go Powder Sticks Dragonfruit Lime, Essential Energy 2.8 Oz (14 Sticks per Pack)",N/A,"31,919",4.6 out of 5 stars
1009,B001GM60LE,https://www.amazon.com/dp/B001GM60LE,Grocery & Gourmet Food,#20,"Twinings English Breakfast Black Tea Individually Wrapped Bags, 100 Count (Pack of 1), Smooth, Flavourful, and Robust, Caffeinated, Enjoy Hot or Iced, 100 Teabags",N/A,"106,099",4.7 out of 5 stars
1010,B086ZL794C,https://www.amazon.com/dp/B086ZL794C,Grocery & Gourmet Food,#21,"CELSIUS Sparkling Peach Vibe, Functional Essential Energy Drink 12 Fl Oz (Pack of 12)",N/A,"21,835",4.7 out of 5 stars
1011,B0178ENI4K,https://www.amazon.com/dp/B0178ENI4K,Grocery & Gourmet Food,#22,"ALOHA Organic Plant Based Protein Bars |Peanut Butter Chocolate Chip | 1.98 Oz (Pack of 12) | Vegan, Low Sugar, Gluten Free, Paleo, Low Carb, Non-GMO, Stevia Free, Soy Free, No Sugar Alcohols",N/A,"23,073",4.4 out of 5 stars
